feature,missing_count,missing_percentage
V178,450909,76.35536966166559
V176,450909,76.35536966166559
V172,450909,76.35536966166559
V191,450909,76.35536966166559
V190,450909,76.35536966166559
V175,450721,76.32353439225116
V209,450721,76.32353439225116
V208,450721,76.32353439225116
V169,450721,76.32353439225116
V180,450721,76.32353439225116
V174,450721,76.32353439225116
V184,450721,76.32353439225116
V185,450721,76.32353439225116
V189,450721,76.32353439225116
V171,450721,76.32353439225116
V170,450721,76.32353439225116
V200,450721,76.32353439225116
V201,450721,76.32353439225116
V210,450721,76.32353439225116
V197,450721,76.32353439225116
V198,450721,76.32353439225116
V194,450721,76.32353439225116
V188,450721,76.32353439225116
V195,450721,76.32353439225116
id_31,450258,76.24513157449114
DeviceType,449730,76.15572188166763
id_02,449668,76.14522301622245
id_28,449562,76.12727334304196
id_11,449562,76.12727334304196
id_29,449562,76.12727334304196
id_15,449555,76.12608798726589
id_38,449555,76.12608798726589
id_36,449555,76.12608798726589
id_35,449555,76.12608798726589
id_37,449555,76.12608798726589
V251,449124,76.0531039387679
V250,449124,76.0531039387679
V255,449124,76.0531039387679
V256,449124,76.0531039387679
V259,449124,76.0531039387679
V272,449124,76.0531039387679
V271,449124,76.0531039387679
V270,449124,76.0531039387679
V234,449124,76.0531039387679
V239,449124,76.0531039387679
V238,449124,76.0531039387679
V245,449124,76.0531039387679
V227,449124,76.0531039387679
V220,449124,76.0531039387679
V222,449124,76.0531039387679
V221,449124,76.0531039387679
id_12,446307,75.5760829071697
id_01,446307,75.5760829071697
dist1,352271,59.6523520845328
M5,350482,59.34940901547736
M7,346265,58.63531682866528
M9,346252,58.633115453652586
M8,346252,58.633115453652586
D5,309841,52.4674027161581
M4,281444,47.658753005723575
D2,280797,47.54919226470688
V11,279287,47.29349409015477
V3,279287,47.29349409015477
V4,279287,47.29349409015477
V6,279287,47.29349409015477
V5,279287,47.29349409015477
V10,279287,47.29349409015477
V1,279287,47.29349409015477
V9,279287,47.29349409015477
V8,279287,47.29349409015477
V2,279287,47.29349409015477
V7,279287,47.29349409015477
D11,279287,47.29349409015477
M1,271100,45.90713584177194
M3,271100,45.90713584177194
M2,271100,45.90713584177194
D3,262878,44.514850814508755
M6,169360,28.678836319300977
V52,168969,28.612625732380533
V49,168969,28.612625732380533
V48,168969,28.612625732380533
V45,168969,28.612625732380533
V43,168969,28.612625732380533
V50,168969,28.612625732380533
V47,168969,28.612625732380533
V46,168969,28.612625732380533
V44,168969,28.612625732380533
V51,168969,28.612625732380533
V35,168969,28.612625732380533
V37,168969,28.612625732380533
V36,168969,28.612625732380533
V42,168969,28.612625732380533
V39,168969,28.612625732380533
V41,168969,28.612625732380533
V38,168969,28.612625732380533
V40,168969,28.612625732380533
D4,168922,28.60466691502693
P_emaildomain,94456,15.99485216920107
V81,89164,15.098723202492634
V90,89164,15.098723202492634
V78,89164,15.098723202492634
V75,89164,15.098723202492634
V82,89164,15.098723202492634
V94,89164,15.098723202492634
V83,89164,15.098723202492634
V84,89164,15.098723202492634
V85,89164,15.098723202492634
V86,89164,15.098723202492634
V92,89164,15.098723202492634
V93,89164,15.098723202492634
V77,89164,15.098723202492634
V87,89164,15.098723202492634
V76,89164,15.098723202492634
V79,89164,15.098723202492634
V80,89164,15.098723202492634
V91,89164,15.098723202492634
V89,89164,15.098723202492634
V88,89164,15.098723202492634
D15,89113,15.09008703898127
V67,77096,13.055169844549056
V68,77096,13.055169844549056
V71,77096,13.055169844549056
V70,77096,13.055169844549056
V69,77096,13.055169844549056
V60,77096,13.055169844549056
V59,77096,13.055169844549056
V66,77096,13.055169844549056
V74,77096,13.055169844549056
V65,77096,13.055169844549056
V63,77096,13.055169844549056
V62,77096,13.055169844549056
V61,77096,13.055169844549056
V64,77096,13.055169844549056
V72,77096,13.055169844549056
V73,77096,13.055169844549056
V54,77096,13.055169844549056
V56,77096,13.055169844549056
V58,77096,13.055169844549056
V55,77096,13.055169844549056
V53,77096,13.055169844549056
V57,77096,13.055169844549056
V22,76073,12.881938564703491
V20,76073,12.881938564703491
V21,76073,12.881938564703491
V27,76073,12.881938564703491
V28,76073,12.881938564703491
V29,76073,12.881938564703491
V32,76073,12.881938564703491
V31,76073,12.881938564703491
V19,76073,12.881938564703491
V18,76073,12.881938564703491
V25,76073,12.881938564703491
V24,76073,12.881938564703491
V23,76073,12.881938564703491
V26,76073,12.881938564703491
V14,76073,12.881938564703491
V15,76073,12.881938564703491
V16,76073,12.881938564703491
V30,76073,12.881938564703491
V33,76073,12.881938564703491
V34,76073,12.881938564703491
V12,76073,12.881938564703491
V13,76073,12.881938564703491
V17,76073,12.881938564703491
D10,76022,12.873302401192129
addr2,65706,11.12642666034477
addr1,65706,11.12642666034477
card2,8933,1.5126833068039423
card5,4259,0.7212043214684865
card4,1577,0.267043722694483
card6,1571,0.26602770345785215
card3,1565,0.26501168422122123
V282,1269,0.21488806854743114
V281,1269,0.21488806854743114
V283,1269,0.21488806854743114
V289,1269,0.21488806854743114
V288,1269,0.21488806854743114
V301,1269,0.21488806854743114
V296,1269,0.21488806854743114
V314,1269,0.21488806854743114
V315,1269,0.21488806854743114
V313,1269,0.21488806854743114
V300,1269,0.21488806854743114
D1,1269,0.21488806854743114
V107,314,0.053171673383682734
V108,314,0.053171673383682734
V109,314,0.053171673383682734
V133,314,0.053171673383682734
V130,314,0.053171673383682734
V131,314,0.053171673383682734
V132,314,0.053171673383682734
V137,314,0.053171673383682734
V125,314,0.053171673383682734
V123,314,0.053171673383682734
V124,314,0.053171673383682734
V127,314,0.053171673383682734
V126,314,0.053171673383682734
V128,314,0.053171673383682734
V129,314,0.053171673383682734
V110,314,0.053171673383682734
V100,314,0.053171673383682734
V99,314,0.053171673383682734
V102,314,0.053171673383682734
V106,314,0.053171673383682734
V134,314,0.053171673383682734
V135,314,0.053171673383682734
V136,314,0.053171673383682734
V112,314,0.053171673383682734
V111,314,0.053171673383682734
V113,314,0.053171673383682734
V121,314,0.053171673383682734
V114,314,0.053171673383682734
V115,314,0.053171673383682734
V116,314,0.053171673383682734
V117,314,0.053171673383682734
V101,314,0.053171673383682734
V104,314,0.053171673383682734
V103,314,0.053171673383682734
V122,314,0.053171673383682734
V118,314,0.053171673383682734
V97,314,0.053171673383682734
V95,314,0.053171673383682734
V96,314,0.053171673383682734
V105,314,0.053171673383682734
V119,314,0.053171673383682734
V120,314,0.053171673383682734
V98,314,0.053171673383682734
V306,12,0.0020320384732617604
V320,12,0.0020320384732617604
V319,12,0.0020320384732617604
V318,12,0.0020320384732617604
V321,12,0.0020320384732617604
V298,12,0.0020320384732617604
V295,12,0.0020320384732617604
V299,12,0.0020320384732617604
V294,12,0.0020320384732617604
V291,12,0.0020320384732617604
V292,12,0.0020320384732617604
V297,12,0.0020320384732617604
V286,12,0.0020320384732617604
V287,12,0.0020320384732617604
V290,12,0.0020320384732617604
V285,12,0.0020320384732617604
V280,12,0.0020320384732617604
V279,12,0.0020320384732617604
V284,12,0.0020320384732617604
V293,12,0.0020320384732617604
V302,12,0.0020320384732617604
V308,12,0.0020320384732617604
V307,12,0.0020320384732617604
V310,12,0.0020320384732617604
V312,12,0.0020320384732617604
V303,12,0.0020320384732617604
V304,12,0.0020320384732617604
V305,12,0.0020320384732617604
V309,12,0.0020320384732617604
V311,12,0.0020320384732617604
V316,12,0.0020320384732617604
V317,12,0.0020320384732617604
card1,0,0.0
TransactionAmt,0,0.0
TransactionDT,0,0.0
isFraud,0,0.0
ProductCD,0,0.0
C1,0,0.0
C2,0,0.0
C3,0,0.0
C7,0,0.0
C4,0,0.0
C5,0,0.0
C6,0,0.0
C10,0,0.0
C9,0,0.0
C8,0,0.0
C11,0,0.0
C14,0,0.0
C13,0,0.0
C12,0,0.0
TransactionID,0,0.0
